Youtuber,subscribers,video views,category,Title,uploads,Country,channel_type,video_views_rank,channel_type_rank,video_views_for_the_last_30_days,lowest_monthly_earnings,highest_monthly_earnings,lowest_yearly_earnings,highest_yearly_earnings,subscribers_for_last_30_days,created_year,Population,Latitude,Longitude
News 24,17700000,8396875537.0,News & Politics,24 ï¿½ï¿½ï¿½ï,211620,Ukraine,News,880.0,112.0,370779000.0,92700.0,1500000.0,1100000.0,17800000.0,230000.0,2006.0,44385155.0,48.379433,31.16558
Les' Copaque Production,17700000,9059696049.0,Film & Animation,Les' Copaque Production,1716,Malaysia,Entertainment,531.0,123.0,117727000.0,29400.0,470900.0,353200.0,5700000.0,200000.0,2009.0,32447385.0,4.210484,101.975766
El Payaso Plim Plim,17700000,17247584185.0,Film & Animation,El Payaso Plim Plim,1316,Argentina,Music,162.0,107.0,640030000.0,160000.0,2600000.0,1900000.0,30700000.0,600000.0,2013.0,44938712.0,-38.416097,-63.616672
zbing z.,17600000,9269174070.0,Gaming,zbing z.,3151,Thailand,Games,511.0,36.0,55127000.0,13800.0,220500.0,165400.0,2600000.0,0.0,2014.0,69625582.0,15.870032,100.992541
MissaSinfonia,17600000,2274007523.0,Comedy,MissaSinfonia,233,Mexico,Comedy,4139.0,25.0,27445000.0,6900.0,109800.0,82300.0,1300000.0,100000.0,2011.0,126014024.0,23.634501,-102.552784
ýýýýýýýýý Liziqi,17600000,2977741577.0,Howto & Style,ýýýýýýýýý Liziqi,128,China,Howto,2917.0,16.0,22354000.0,5600.0,89400.0,67100.0,1100000.0,100000.0,2017.0,1397715000.0,35.86166,104.195397
The Game Theorists,17600000,3752347262.0,Gaming,TheGameTheorists,0,Australia,Unknown,3612215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25766605.0,-25.274398,133.775136
DeGoBooM,17600000,6306204566.0,Gaming,DeGoBooM,4702,Chile,Games,973.0,36.0,100215000.0,25100.0,400900.0,300600.0,4800000.0,500000.0,2014.0,18952038.0,-35.675147,-71.542969
JFlaMusic,17600000,3802280098.0,Music,JFlaMusic,326,South Korea,Music,2056.0,109.0,11099000.0,2800.0,44400.0,33300.0,532700.0,0.0,2011.0,51709098.0,35.907757,127.766922
FactTechz,17500000,2238134438.0,Entertainment,FactTechz,709,India,Entertainment,4243.0,124.0,21056000.0,5300.0,84200.0,63200.0,1000000.0,0.0,2016.0,1366417754.0,20.593684,78.96288
News18 India,17500000,7263619576.0,News & Politics,News18 India,182742,India,News,770.0,10.0,394106000.0,98500.0,1600000.0,1200000.0,18900000.0,700000.0,2007.0,1366417754.0,20.593684,78.96288
Fun For Kids TV - Hindi Rhymes,17500000,7612385622.0,Entertainment,Fun For Kids TV - Hindi Rhymes,149,India,Entertainment,723.0,124.0,109847000.0,27500.0,439400.0,329500.0,5300000.0,300000.0,2017.0,1366417754.0,20.593684,78.96288
IGN,17500000,16107116549.0,Gaming,IGN,156215,United States,Games,189.0,37.0,98342000.0,24600.0,393400.0,295000.0,4700000.0,0.0,2006.0,328239523.0,37.09024,-95.712891
Aphmau,17400000,17763586483.0,Gaming,Aphmau,4411,United States,Games,152.0,37.0,439870000.0,110000.0,1800000.0,1300000.0,21100000.0,400000.0,2012.0,328239523.0,37.09024,-95.712891
AMARINTV : ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,17400000,13043561912.0,Entertainment,AMARINTV : ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,118448,Thailand,News,286.0,11.0,235993000.0,59000.0,944000.0,708000.0,11300000.0,200000.0,2014.0,69625582.0,15.870032,100.992541
ýýýýýýýýýýýýýýýý - Al-Remas,17400000,11144195464.0,Music,ýýýýýýýýýýýýýýýý - Al-Remas,2133,Iraq,Music,371.0,110.0,113003000.0,28300.0,452000.0,339000.0,5400000.0,0.0,2013.0,39309783.0,33.223191,43.679291
Koray Zeynep,17400000,16560557488.0,People & Blogs,Koray Zeynep,2078,Unknown,People,173.0,31.0,426389000.0,106600.0,1700000.0,1300000.0,20500000.0,400000.0,2016.0,0.0,0.0,0.0
Apple,17300000,1026425106.0,Science & Technology,Apple,180,United States,Tech,11274.0,9.0,46484000.0,11600.0,185900.0,139500.0,2200000.0,100000.0,2005.0,328239523.0,37.09024,-95.712891
Stubborn Facts,17300000,902225615.0,Film & Animation,Stubborn Facts,287,India,Entertainment,13315.0,125.0,837850.0,209.0,3400.0,2500.0,40200.0,0.0,2016.0,1366417754.0,20.593684,78.96288
Taarak Mehta Ka Ooltah Chashmah,17300000,11371738047.0,Entertainment,Taarak Mehta Ka Ooltah Chashmah,4778,India,Entertainment,356.0,125.0,331944000.0,83000.0,1300000.0,995800.0,15900000.0,300000.0,2014.0,1366417754.0,20.593684,78.96288
HowToBasic,17300000,3684816159.0,Howto & Style,HowToBasic,582,Australia,Howto,2146.0,17.0,15525000.0,3900.0,62100.0,46600.0,745200.0,0.0,2011.0,25766605.0,-25.274398,133.775136
PopularMMOs,17200000,14573155899.0,Gaming,PopularMMOs,4685,Unknown,Games,240.0,38.0,15296000.0,3800.0,61200.0,45900.0,734200.0,100000.0,2012.0,0.0,0.0,0.0
Marques Brownlee,17200000,3606912471.0,Science & Technology,Marques Brownlee,1567,United States,Tech,2196.0,10.0,52325000.0,13100.0,209300.0,157000.0,2500000.0,100000.0,2008.0,328239523.0,37.09024,-95.712891
Anitta,17200000,7337212581.0,Music,Anitta,138,Brazil,Music,769.0,111.0,72684000.0,18200.0,290700.0,218100.0,3500000.0,0.0,2011.0,212559417.0,-14.235004,-51.92528
Jason Vlogs,17200000,8903647480.0,Education,Jason Oo,83,Australia,People,4031958.0,7408.0,25.0,0.01,0.1,0.08,1.0,0.0,2014.0,25766605.0,-25.274398,133.775136
El Reino a Jugar,17200000,11445492404.0,Education,El Reino a Jugar,1007,Argentina,Education,353.0,28.0,83709000.0,20900.0,334800.0,251100.0,4000000.0,100000.0,2015.0,44938712.0,-38.416097,-63.616672
Willyrex,17200000,5024088947.0,Gaming,Willyrex,7550,Spain,Games,1359.0,38.0,15405000.0,3900.0,61600.0,46200.0,739500.0,0.0,2009.0,47076781.0,40.463667,-3.74922
TheBrianMaps,17100000,4448334716.0,Comedy,TheBrianMaps,498,Russia,Entertainment,1624.0,126.0,37164000.0,9300.0,148700.0,111500.0,1800000.0,100000.0,2012.0,144373535.0,61.52401,105.318756
TRANS TV Official,17100000,9710962528.0,Entertainment,TRANS TV Official,148225,Indonesia,Entertainment,472.0,127.0,45811000.0,11500.0,183200.0,137400.0,2200000.0,100000.0,2014.0,270203917.0,-0.789275,113.921327
Liza Koshy,17100000,2173106162.0,Comedy,Liza Koshy,142,United States,Entertainment,4443.0,127.0,1761000.0,440.0,7000.0,5300.0,84500.0,0.0,2013.0,328239523.0,37.09024,-95.712891
Queen Official,17000000,10847948832.0,Music,Queen Official,1015,United Kingdom,Music,385.0,112.0,93768000.0,23400.0,375100.0,281300.0,4500000.0,100000.0,2008.0,66834405.0,55.378051,-3.435973
Prajapati News,17000000,1001465469.0,Comedy,Prajapati News,1407,India,Entertainment,11662.0,128.0,7626000.0,1900.0,30500.0,22900.0,366100.0,100000.0,2013.0,1366417754.0,20.593684,78.96288
Gaby and Alex,17000000,8229883114.0,Entertainment,gabyandalex,1,Unknown,People,4057752.0,7732.0,0.0,0.0,0.0,0.0,0.0,0.0,2008.0,0.0,0.0,0.0
LuisFonsiVEVO,17000000,14543594822.0,Music,LuisFonsiVEVO,97,United States,Music,241.0,112.0,49817000.0,12500.0,199300.0,149500.0,2400000.0,0.0,2009.0,328239523.0,37.09024,-95.712891
Pop Chartbusters,16900000,8684010451.0,Music,Pop Chartbusters,2235,India,Music,574.0,113.0,72911000.0,18200.0,291600.0,218700.0,3500000.0,200000.0,2011.0,1366417754.0,20.593684,78.96288
Guava Juice,16900000,9111000228.0,Gaming,Guava Juice,1910,United States,Entertainment,527.0,129.0,10889000.0,2700.0,43600.0,32700.0,522600.0,0.0,2006.0,328239523.0,37.09024,-95.712891
EeOneGuy,16900000,3827906874.0,Entertainment,EeOneGuy,366,United States,Entertainment,2039.0,129.0,1635000.0,409.0,6500.0,4900.0,78500.0,0.0,2013.0,328239523.0,37.09024,-95.712891
VICE,16900000,4609753237.0,Entertainment,VICE,3900,United States,Entertainment,1543.0,129.0,36357000.0,9100.0,145400.0,109100.0,1700000.0,100000.0,2005.0,328239523.0,37.09024,-95.712891
Aayu and Pihu Show,16900000,9270331567.0,Comedy,Aayu and Pihu Show,441,India,People,510.0,34.0,89782000.0,22400.0,359100.0,269300.0,4300000.0,0.0,2017.0,1366417754.0,20.593684,78.96288
Danny Fitt,16900000,9544277833.0,People & Blogs,Danny Fitt,2337,United States,Entertainment,488.0,129.0,275264000.0,68800.0,1100000.0,825800.0,13200000.0,700000.0,2016.0,328239523.0,37.09024,-95.712891
Bispo Bruno Leonardo,16900000,3523578665.0,Nonprofits & Activism,Bispo Bruno Leonardo,4891,Brazil,Nonprofit,2307.0,2.0,149543000.0,37400.0,598200.0,448600.0,7200000.0,400000.0,2016.0,212559417.0,-14.235004,-51.92528
DeToxoMoroxo,16800000,2315962318.0,Entertainment,de toxomoroxo,1,Unknown,Music,4056488.0,5767.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0,0.0,0.0,0.0
Doggy Doggy Cartoons,16800000,6518418501.0,Entertainment,Doggy Doggy Cartoons,0,Unknown,Unknown,4057944.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.0,0.0,0.0,0.0
deepesh zo,16800000,7206462713.0,People & Blogs,deepesh zo,41,Unknown,People,4038822.0,7611.0,1.0,0.0,0.0,0.0,0.05,1.0,2021.0,0.0,0.0,0.0
Like Nastya IDN,16800000,7195314800.0,Entertainment,Like Nastya IDN,502,Indonesia,Entertainment,795.0,130.0,42836000.0,10700.0,171300.0,128500.0,2100000.0,100000.0,2019.0,270203917.0,-0.789275,113.921327
Gato Galactico | GALï¿½ï¿,16800000,3693798804.0,Film & Animation,Gato Galactico | GALï¿½ï¿,1491,Brazil,Entertainment,2129.0,130.0,44121000.0,11000.0,176500.0,132400.0,2100000.0,100000.0,2013.0,212559417.0,-14.235004,-51.92528
Salman Noman,16700000,10393037902.0,Entertainment,salman Noman,3,Unknown,Unknown,4057674.0,0.0,7.0,0.0,0.03,0.02,0.34,10.0,2022.0,0.0,0.0,0.0
CoryxKenshin,16700000,7102965621.0,Gaming,CoryxKenshin,1693,United States,Games,814.0,39.0,105114000.0,26300.0,420500.0,315300.0,5000000.0,200000.0,2009.0,328239523.0,37.09024,-95.712891
With Kids[ï¿½ï¿½ï¿½ï¿½ï,16700000,8826138204.0,Entertainment,With Kids[ï¿½ï¿½ï¿½ï¿½ï,920,United States,Entertainment,559.0,130.0,45698000.0,11400.0,182800.0,137100.0,2200000.0,100000.0,2012.0,328239523.0,37.09024,-95.712891
Travis Scott,16700000,7979736581.0,Music,Travis Scott,13,United States,Music,564542.0,1751.0,37623.0,9.0,150.0,113.0,1800.0,0.0,2010.0,328239523.0,37.09024,-95.712891
Tu COSMOPOLIS,16700000,5089284369.0,People & Blogs,Tu COSMOPOLIS,8741,Mexico,People,1337.0,35.0,16139000.0,4000.0,64600.0,48400.0,774700.0,0.0,2014.0,126014024.0,23.634501,-102.552784
Ivana Alawi,16600000,1318442641.0,Unknown,Ivana Alawi,180,Philippines,People,8338.0,36.0,15079000.0,3800.0,60300.0,45200.0,723800.0,100000.0,2018.0,108116615.0,12.879721,121.774017
Werever2morro,16600000,2798273962.0,Entertainment,werever2morro,0,Mexico,Games,4057944.0,7462.0,0.0,0.0,0.0,0.0,0.0,0.0,2010.0,126014024.0,23.634501,-102.552784
IDEAS EN 5 MINUTOS,16600000,3696973456.0,Howto & Style,Ideas En 5 Minutos,216,Spain,Unknown,3108857.0,0.0,65470.0,16.0,262.0,196.0,3100.0,0.0,2017.0,47076781.0,40.463667,-3.74922
NMF News,16600000,7435180827.0,News & Politics,NMF News,112261,India,News,749.0,12.0,59201000.0,14800.0,236800.0,177600.0,2800000.0,100000.0,2013.0,1366417754.0,20.593684,78.96288
SriBalajiMovies,16600000,9439857193.0,Entertainment,SriBalajiMovies,20102,India,Entertainment,497.0,132.0,154049000.0,38500.0,616200.0,462100.0,7400000.0,200000.0,2011.0,1366417754.0,20.593684,78.96288
Lahari Music - TSeries,16600000,11946217860.0,Music,Lahari Music - TSeries,8976,India,Music,326.0,115.0,89012000.0,22300.0,356000.0,267000.0,4300000.0,100000.0,2011.0,1366417754.0,20.593684,78.96288
Younes Zarou,16600000,15278668857.0,Entertainment,Younes Zarou,2200,Germany,Entertainment,213.0,131.0,617257000.0,154300.0,2500000.0,1900000.0,29600000.0,900000.0,2021.0,83132799.0,51.165691,10.451526
Jordan Matter,16600000,5819508534.0,Entertainment,Jordan Matter,413,United States,Entertainment,1088.0,132.0,199033000.0,49800.0,796100.0,597100.0,9600000.0,300000.0,2006.0,328239523.0,37.09024,-95.712891
ýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýý,16500000,2440934034.0,Entertainment,ýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýý,421,United States,Entertainment,3778.0,133.0,21953000.0,5500.0,87800.0,65900.0,1100000.0,200000.0,2014.0,328239523.0,37.09024,-95.712891
FailArmy,16500000,3037260680.0,Comedy,FailArmy,438,United States,Entertainment,2766.0,133.0,112986000.0,28200.0,451900.0,339000.0,5400000.0,100000.0,2011.0,328239523.0,37.09024,-95.712891
BBC News Hindi,16500000,7043235131.0,News & Politics,BBC News Hindi,21243,India,News,821.0,13.0,131202000.0,32800.0,524800.0,393600.0,6300000.0,300000.0,2009.0,1366417754.0,20.593684,78.96288
FunFun Toy Doll TV,16500000,7406207930.0,Entertainment,FunFun Toy Doll TV,735,United States,Entertainment,757.0,133.0,24378000.0,6100.0,97500.0,73100.0,1200000.0,0.0,2016.0,328239523.0,37.09024,-95.712891
Sandra Cires Art,16400000,3955426159.0,Howto & Style,Sandra Cires Art,1091,United States,Entertainment,1938.0,134.0,18028000.0,4500.0,72100.0,54100.0,865300.0,0.0,2011.0,328239523.0,37.09024,-95.712891
Kaykai Salaider,16400000,4434679706.0,Comedy,Kaykai Salaider,428,Thailand,Entertainment,1636.0,134.0,9341000.0,2300.0,37400.0,28000.0,448400.0,0.0,2011.0,69625582.0,15.870032,100.992541
UFC - Ultimate Fighting Championship,16400000,7135820721.0,Sports,UFC - Ultimate Fighting Championship,14662,United States,Sports,806.0,7.0,133208000.0,33300.0,532800.0,399600.0,6400000.0,100000.0,2006.0,328239523.0,37.09024,-95.712891
Ch7HD,16400000,9463244435.0,Entertainment,Ch7HD,56203,Thailand,Entertainment,496.0,134.0,87757000.0,21900.0,351000.0,263300.0,4200000.0,100000.0,2010.0,69625582.0,15.870032,100.992541
RCTI - LAYAR DRAMA INDONESIA,16400000,13478392540.0,Entertainment,RCTI - LAYAR DRAMA INDONESIA,1,Unknown,People,4057943.0,7724.0,0.0,0.0,0.0,0.0,0.0,0.0,2020.0,0.0,0.0,0.0
Alfredo Larin,16400000,14431830557.0,Entertainment,Alfredo Larin,1,Unknown,Entertainment,4057780.0,6788.0,1.0,0.0,0.0,0.0,0.05,0.0,2015.0,0.0,0.0,0.0
GMMTV OFFICIALï¿½ï¿½,16400000,12844432341.0,Entertainment,GMMTV OFFICIALï¿½ï¿½,23952,Thailand,Entertainment,294.0,134.0,181382000.0,45300.0,725500.0,544100.0,8700000.0,200000.0,2010.0,69625582.0,15.870032,100.992541
Matt Stonie,16300000,3527627264.0,Entertainment,MattStonie,54,United States,Entertainment,283499.0,1836.0,29735.0,7.0,119.0,89.0,1400.0,0.0,2010.0,328239523.0,37.09024,-95.712891
Boyce Avenue,16300000,6578828147.0,Music,Boyce Avenue,490,United States,Music,913.0,117.0,28787000.0,7200.0,115100.0,86400.0,1400000.0,0.0,2007.0,328239523.0,37.09024,-95.712891
Camila Cabello,16300000,6613422635.0,Music,Camila Cabello,80,United States,Music,906.0,117.0,42704000.0,10700.0,170800.0,128100.0,2000000.0,100000.0,2015.0,328239523.0,37.09024,-95.712891
Little Mix,16300000,7520242626.0,Music,Little Mix,278,United Kingdom,Music,740.0,117.0,38604000.0,9700.0,154400.0,115800.0,1900000.0,0.0,2011.0,66834405.0,55.378051,-3.435973
SAM SMITH,16300000,10170264839.0,Music,SAM SMITH,230,United Kingdom,Entertainment,428.0,135.0,85778000.0,21400.0,343100.0,257300.0,4100000.0,0.0,2012.0,66834405.0,55.378051,-3.435973
Pitbull,16300000,12475714382.0,Music,Pitbull,352,United States,Music,308.0,117.0,88004000.0,22000.0,352000.0,264000.0,4200000.0,0.0,2006.0,328239523.0,37.09024,-95.712891
Bollywood Classics,16300000,7141825267.0,Entertainment,Bollywood Classics,1444,India,Music,804.0,116.0,151477000.0,37900.0,605900.0,454400.0,7300000.0,300000.0,2011.0,1366417754.0,20.593684,78.96288
Technoblade,16300000,1656452554.0,Gaming,Technoblade,989,United States,Games,6274.0,40.0,17944000.0,4500.0,71800.0,53800.0,861300.0,200000.0,2013.0,328239523.0,37.09024,-95.712891
W2S,16300000,4768370464.0,Gaming,W2S,652,United Kingdom,Entertainment,1455.0,135.0,3079000.0,770.0,12300.0,9200.0,147800.0,0.0,2012.0,66834405.0,55.378051,-3.435973
Jennifer Lopez,16200000,10227242833.0,Music,Jennifer Lopez,258,United States,Music,426.0,118.0,63441000.0,15900.0,253800.0,190300.0,3000000.0,0.0,2005.0,328239523.0,37.09024,-95.712891
Kids Play,16200000,8091706232.0,Entertainment,Kids Play,593,United States,Entertainment,636.0,136.0,25912000.0,6500.0,103600.0,77700.0,1200000.0,0.0,2018.0,328239523.0,37.09024,-95.712891
T3ddy,16200000,2990185467.0,Comedy,T3ddy,1930,Brazil,People,2898.0,38.0,33015000.0,8300.0,132100.0,99000.0,1600000.0,100000.0,2012.0,212559417.0,-14.235004,-51.92528
JJ Olatunji,16200000,4076692623.0,Gaming,JJ Olatunji,1294,United Kingdom,Entertainment,1856.0,136.0,27808000.0,7000.0,111200.0,83400.0,1300000.0,100000.0,2011.0,66834405.0,55.378051,-3.435973
POPS Kids,16200000,9763592867.0,Music,POPS Kids,3943,Vietnam,Film,462.0,30.0,256733000.0,64200.0,1000000.0,770200.0,12300000.0,200000.0,2014.0,96462106.0,14.058324,108.277199
Thairath Online,16200000,14563841315.0,News & Politics,Thairath Online,244899,Thailand,News,238.0,14.0,224756000.0,56200.0,899000.0,674300.0,10800000.0,100000.0,2010.0,69625582.0,15.870032,100.992541
LEGO,16200000,20522339099.0,Entertainment,LEGO,31889,Singapore,Entertainment,116.0,136.0,117209000.0,29300.0,468800.0,351600.0,5600000.0,200000.0,2005.0,5703569.0,1.352083,103.819836
XO TEAM,16200000,14784781923.0,People & Blogs,XO TEAM Family,189,United States,People,153622.0,1495.0,37911.0,9.0,152.0,114.0,1800.0,1000.0,2020.0,328239523.0,37.09024,-95.712891
AdMe,16200000,4488680903.0,Entertainment,Aday Cï¿½ï¿½ï¿½ï¿½ï,10,Spain,Music,4048675.0,5766.0,4.0,0.0,0.02,0.01,0.19,0.0,2006.0,47076781.0,40.463667,-3.74922
ExtraPolinesios,16200000,4813127504.0,People & Blogs,Extra polinesios,2,Unknown,People,3945744.0,7359.0,510.0,0.13,2.0,2.0,24.0,1.0,2015.0,0.0,0.0,0.0
Dyland PROS,16100000,1517638132.0,Entertainment,Dyland PROS,2805,Indonesia,Games,6986.0,41.0,9619000.0,2400.0,38500.0,28900.0,461700.0,0.0,2015.0,270203917.0,-0.789275,113.921327
Vlad and Niki ARA,16100000,7399296005.0,Unknown,Vlad and Niki ARA,510,United States,Entertainment,759.0,137.0,32011000.0,8000.0,128000.0,96000.0,1500000.0,100000.0,2019.0,328239523.0,37.09024,-95.712891
Canal IN,16100000,2687443643.0,People & Blogs,Canal IN,723,Brazil,Entertainment,3338.0,137.0,13802000.0,3500.0,55200.0,41400.0,662500.0,0.0,2017.0,212559417.0,-14.235004,-51.92528
TWICE,16100000,5055576881.0,Music,TWICE,1123,Unknown,Music,1343.0,119.0,98720000.0,24700.0,394900.0,296200.0,4700000.0,100000.0,2016.0,0.0,0.0,0.0
Daily Dose Of Internet,16100000,6872702790.0,Entertainment,Daily Dose Of Internet,671,United States,Entertainment,851.0,136.0,399807000.0,100000.0,1600000.0,1200000.0,19200000.0,300000.0,2015.0,328239523.0,37.09024,-95.712891
FitDance,16100000,7126210721.0,Music,Fitdance Academy,41,France,Entertainment,4006012.0,6335.0,780.0,0.2,3.0,2.0,37.0,4.0,2006.0,67059887.0,46.227638,2.213749
Panda Shorts,16100000,7155736006.0,Unknown,Panda Shorts,667,Sweden,Sports,792.0,8.0,478528000.0,119600.0,1900000.0,1400000.0,23000000.0,3000000.0,2020.0,10285453.0,60.128161,18.643501
Disney Junior,16100000,15812009296.0,Entertainment,Disney Junior,4045,United States,Entertainment,196.0,136.0,267131000.0,66800.0,1100000.0,801400.0,12800000.0,300000.0,2008.0,328239523.0,37.09024,-95.712891
La Rosa de Guadalupe,16100000,9642146451.0,Entertainment,larosadeguadalupe,0,Mexico,Games,4057944.0,7472.0,0.0,0.0,0.0,0.0,0.0,0.0,2008.0,126014024.0,23.634501,-102.552784
sagar kalra (Shorts),16000000,6543629679.0,People & Blogs,sagar kalra (Shorts),453,Unknown,People,921.0,39.0,74062000.0,18500.0,296200.0,222200.0,3600000.0,200000.0,2017.0,0.0,0.0,0.0
wifistudy,16000000,3018032423.0,Education,wifistudy by Unacademy,52144,India,Education,2855.0,30.0,14287000.0,3600.0,57100.0,42900.0,685800.0,0.0,2014.0,1366417754.0,20.593684,78.96288
Antrax,16000000,3029872908.0,Gaming,Antrax,687,Mexico,Games,2844.0,42.0,4698000.0,1200.0,18800.0,14100.0,225500.0,0.0,2015.0,126014024.0,23.634501,-102.552784
Enes Batur,16000000,9786595271.0,Gaming,enesbatur,0,Unknown,Games,4057944.0,7360.0,0.0,0.0,0.0,0.0,0.0,11.0,2007.0,0.0,0.0,0.0
Totoy kids - Espaï¿½ï,16000000,5997599089.0,Film & Animation,Totoy kids - Espaï¿½ï,344,Mexico,Film,1048.0,31.0,112393000.0,28100.0,449600.0,337200.0,5400000.0,200000.0,2017.0,126014024.0,23.634501,-102.552784
ýýýýýýýýýý,15900000,1845329502.0,People & Blogs,Kung Fu Padla,0,Russia,Games,4057944.0,5665.0,0.0,0.0,0.0,0.0,0.0,10.0,2017.0,144373535.0,61.52401,105.318756
DopeLyrics,15900000,9962188084.0,Music,DopeLyrics,2035,United States,Music,444.0,120.0,9915000.0,2500.0,39700.0,29700.0,475900.0,0.0,2016.0,328239523.0,37.09024,-95.712891
jeffreestar,15900000,2609358468.0,Howto & Style,jeffreestar,433,United States,Howto,3474.0,20.0,2006000.0,502.0,8000.0,6000.0,96300.0,0.0,2006.0,328239523.0,37.09024,-95.712891
Lyna,15900000,6534326412.0,Gaming,Lyna,4906,Argentina,Games,919.0,43.0,64085000.0,16000.0,256300.0,192300.0,3100000.0,200000.0,2014.0,44938712.0,-38.416097,-63.616672
MK MUSIC,15900000,9198986881.0,Music,MK MUSIC,5105,Brazil,Music,516.0,120.0,136388000.0,34100.0,545600.0,409200.0,6500000.0,100000.0,2010.0,212559417.0,-14.235004,-51.92528
Unspeakable,15900000,9052367553.0,Gaming,Unspeakable,796,United States,People,530.0,40.0,164895000.0,41200.0,659600.0,494700.0,7900000.0,200000.0,2016.0,328239523.0,37.09024,-95.712891
Camilo,15900000,6802382479.0,Music,Camilo,132,Colombia,Music,871.0,120.0,59890000.0,15000.0,239600.0,179700.0,2900000.0,100000.0,2010.0,50339443.0,4.570868,-74.297333
Dear Sir,15800000,1349288771.0,Education,Dear Sir,633,India,Education,8066.0,31.0,24056000.0,6000.0,96200.0,72200.0,1200000.0,200000.0,2016.0,1366417754.0,20.593684,78.96288
Narendra Modi,15800000,3392918989.0,News & Politics,Narendra Modi,20679,India,News,2406.0,15.0,185969000.0,46500.0,743900.0,557900.0,8900000.0,700000.0,2007.0,1366417754.0,20.593684,78.96288
Arif muhammad,15800000,4122634467.0,People & Blogs,Arif muhammad,542,Indonesia,Comedy,1816.0,26.0,71870000.0,18000.0,287500.0,215600.0,3400000.0,100000.0,2017.0,270203917.0,-0.789275,113.921327
Rotten Tomatoes Trailers,15800000,13116313599.0,Film & Animation,Rotten Tomatoes Trailers,10441,United States,Film,285.0,32.0,25738000.0,6400.0,103000.0,77200.0,1200000.0,100000.0,2011.0,328239523.0,37.09024,-95.712891
Volga Video,15700000,9787697838.0,Film & Animation,Volga Video,16874,India,Entertainment,463.0,139.0,51315000.0,12800.0,205300.0,153900.0,2500000.0,0.0,2012.0,1366417754.0,20.593684,78.96288
DM - Desi Melodies,15700000,5914071870.0,Music,DM - Desi Melodies,79,India,Music,1071.0,121.0,141842000.0,35500.0,567400.0,425500.0,6800000.0,300000.0,2017.0,1366417754.0,20.593684,78.96288
MY FAMILY,15700000,6153495609.0,Unknown,My Family,150,Singapore,People,731590.0,3244.0,939647.0,235.0,3800.0,2800.0,45100.0,800.0,2019.0,5703569.0,1.352083,103.819836
Team Films Bhojpuri,15700000,6626563508.0,Music,Team Films Bhojpuri,19703,India,Music,902.0,121.0,30744000.0,7700.0,123000.0,92200.0,1500000.0,0.0,2014.0,1366417754.0,20.593684,78.96288
Zee Music Classic,15700000,5558051295.0,Music,Zee Music Classic,1640,India,Music,1174.0,121.0,86450000.0,21600.0,345800.0,259300.0,4100000.0,100000.0,2014.0,1366417754.0,20.593684,78.96288
Prime Video India,15700000,8696631898.0,Entertainment,Prime Video India,7090,United States,Entertainment,569.0,139.0,335111000.0,83800.0,1300000.0,1000000.0,16100000.0,1200000.0,2016.0,328239523.0,37.09024,-95.712891
Caeli YT,15600000,1511794214.0,Entertainment,Caeli YT,483,Mexico,Entertainment,7440.0,140.0,62551000.0,0.0,0.0,0.0,0.0,0.0,2010.0,126014024.0,23.634501,-102.552784
Kuplinov ï¿½ï¿½ï¿,15600000,6862529416.0,Gaming,Kuplinov ï¿½ï¿½ï¿,6623,Unknown,Games,863.0,44.0,98660000.0,24700.0,394600.0,296000.0,4700000.0,200000.0,2012.0,0.0,0.0,0.0
Linus Tech Tips,15600000,7172386509.0,Science & Technology,Linus Tech Tips,6542,Canada,Tech,802.0,11.0,88224000.0,22100.0,352900.0,264700.0,4200000.0,100000.0,2008.0,36991981.0,56.130366,-106.346771
Juliana Baltar,15600000,3869457097.0,Entertainment,Juliana Baltar,2019,Brazil,Entertainment,2002.0,140.0,56218000.0,14100.0,224900.0,168700.0,2700000.0,100000.0,2010.0,212559417.0,-14.235004,-51.92528
5-Minute Crafts FAMILY,15600000,6165757696.0,People & Blogs,5-Minute Crafts FAMILY,4245,United States,Howto,1005.0,21.0,27382000.0,6800.0,109500.0,82100.0,1300000.0,0.0,2018.0,328239523.0,37.09024,-95.712891
Blippi Espaï¿½ï,15500000,8984089026.0,People & Blogs,Blippi Espaï¿½ï,598,Mexico,Education,538.0,32.0,90012000.0,22500.0,360000.0,270000.0,4300000.0,100000.0,2017.0,126014024.0,23.634501,-102.552784
Super Senya,15500000,5070970714.0,Entertainment,Super Senya,0,Unknown,Unknown,4057944.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,0.0,0.0,0.0
Katakit Baby TV,15500000,6386271870.0,Music,Katakit Baby TV,220,Saudi Arabia,Music,954.0,122.0,90914000.0,22700.0,363700.0,272700.0,4400000.0,200000.0,2010.0,34268528.0,23.885942,45.079162
